㐆,⿻尸？,尸
疾,⿸疒矢,疒
痂,⿸疒加,疒
痃,⿸疒玄,疒
痄,⿸疒乍,疒
病,⿸疒丙,疒
症,⿸疒正,疒
痈,⿸疒用,疒
痉,⿸疒巠,疒
痊,⿸疒全,疒
痍,⿸疒夷,疒
痒,⿸疒羊,疒
痔,⿸疒寺,疒
痕,⿸疒艮,疒
痖,⿸疒亚,疒
痘,⿸疒豆,疒
